apparition	ghost	phantom
diddy	puff_daddy	puffy
augustus	caesar_augustus	gaius_octavius
earth	globe	planet_earth
frontman	lead_vocalist	lead_vocals
gallons	gallon	us_gal
host	presenter	tv_host
mental_illness	psychiatric_disorders	psychiatric_illness
distilled_beverage	liquor	spirits
cephas	peter	petrus
cheikh	shaikh	shaykh
dairy_cattle	dairy_cow
dr_congo	rdc
ground_zero	world_trade_center_site
pop3	post_office_protocol
religious_music	sacred_music
smiths	the_smiths
clay_animation	claymation
sveriges_television	svt
cavan	county_cavan
animated_gif	gif
moonglows	the_moonglows
squaresoft	square
calvinism	calvinist
palaeontology	paleontology
norwegian_language	norwegian
malcolm_sargent	sir_malcolm_sargent
freud	sigmund_freud
legislative_power	legislature
cataracts	cataract
anjouan	nzwani
mexico	united_mexican_states
hakka_chinese	hakka
organ_transplantation	organ_transplant
playing_cards	playing_card
antonia_fraser	lady_antonia_fraser
balkan_peninsula	balkans
everglades	florida_everglades
sporting_news	the_sporting_news
square_metres	square_metre
oklahoma_city_thunder	thunder
film_director	filmmaker
lombardia	lombardy
logarithms	logarithm
peak_district_national_park	peak_district
charles_gounod	gounod
boac	british_overseas_airways_corporation
pepsi-cola	pepsi
organ_donation	organ_donor
franco_zeffirelli	zeffirelli
new_york_philharmonic_orchestra	new_york_philharmonic
saracens	saracen
the_triffids	triffids
malignant_melanoma	melanoma
diptera	fly
layman	layperson
computer_security	cybersecurity
dave_mustaine	mustaine
tori_spelling	tori
music_genre	musical_genre
johore	johor
theravada_buddhism	theravada
catfish	siluriformes
food_industry	food
new_york_times_bestseller_list	the_new_york_times_best_seller_list
blood_serum	serum
qb	quarterback
stage_director	theater_director
fukushima_prefecture	fukushima
sri_international	stanford_research_institute
a_christmas_carol	christmas_carol
broadcast_journalism	journalism
akita_prefecture	akita
nasir_al-din_al-tusi	tusi
iran	persia
location	place
german_shepherd_dog	german_shepherd
australian_broadcasting_commission	australian_broadcasting_corporation
residents	the_residents
mann	thomas_mann
algol_60	algol
amnesia	memory_loss
methionine	met
altair_8800	mits_altair_8800
inorganic_chemicals	inorganic_compound
accountancy	accounting
abington_township	abington
ketchup	tomato_ketchup
four_tops	the_four_tops
april	apr
hessen	hesse
roman_catholic_church	the_catholic_church
erythrocyte_sedimentation_rate	esr
computer_networks	computer_network
temptations	the_temptations
blackburn_rovers	rovers
international_taekwon-do_federation	itf
country_music	country
darius_milhaud	milhaud
golf	volkswagen_golf
chemical_nomenclature	iupac_nomenclature
ells	ell
francis_poulenc	poulenc
polynomial_time	time_complexity
rnli	royal_national_lifeboat_institution
king_willem-alexander	willem-alexander
tamerlane	timur
midnight_special	the_midnight_special
gaviiformes	loon
dido	elissa
hejaz	hijaz
herbert_von_karajan	karajan
stoicism	stoic
electronic_noise	noise
byrd	william_byrd
kharkiv	kharkov
dystheism	misotheism
tablet_computer	tablet
chinese_language	chinese
manta_ray	manta
phantom_blot	the_phantom_blot
polynesian	polynesia
diesel_fuel	diesel
pittsburgh_steelers	steelers
shields	shield
local_food	local
bacteria	bacterium
new_scotland_yard	scotland_yard
milano	milan
natural_sciences	natural_science
genitive_case	genitive
alexander_scriabin	scriabin
canton	guangzhou
threonine	thr
bretagne	brittany
ent	otolaryngology
channel_nine	nine_network
peregrine_falcon	peregrine
complementary_colors	complementary_color
fabulous_thunderbirds	the_fabulous_thunderbirds
music_theatre	musical_theatre
glider	sailplane
chennai	madras
climate_change	global_warming
cold	common_cold
john_merrick	joseph_merrick
bp	british_petroleum
computer_software	software
bobsled	bobsleigh
coding	computer_programming
liaoning_province	liaoning
johann_schmidt	red_skull
oak	quercus
adelphi_theatre	adelphi
nursery_rhymes	nursery_rhyme
county_leitrim	leitrim
arminius	hermann
archaeology	archeology
excel	microsoft_excel
iec	international_electrotechnical_commission
open_university	the_open_university
armenian_language	armenian
birmingham_symphony_orchestra	cbso
chloride	chlorine
flaubert	gustave_flaubert
chinese_martial_arts	kung_fu
rembrandt_van_rijn	rembrandt
gospel_music	gospel
claudio_monteverdi	monteverdi
graphic_artist	graphic_designer
gender_identity_disorder	gid
hydra	lernaean_hydra
christian_dior	dior
charles_xavier	professor_x
benjamin_britten	britten
sinhala	sinhalese
oil_tanker	petroleum_tanker
cor_anglais	english_horn
atari_8-bit_family	atari_800
portland	rose_city
michael_nesmith	mike_nesmith
steve_wozniak	woz
motorsports	motorsport
chiba_prefecture	chiba
bell_laboratories	bell_labs
norrbotten_county	norrbotten
frusciante	john_frusciante
county_durham	durham
floating_bridge	pontoon_bridge
anxiety_disorders	anxiety_disorder
columba	saint_columba
molotov	vyacheslav_molotov
html	hypertext_markup_language
ds1	t1
al-quds	jerusalem
faces	the_faces
siam	thailand
doors	the_doors
saros_cycle	saros
october_war	yom_kippur_war
bk	burger_king
edward_hopper	hopper
constantinople	istanbul
fractal_geometry	fractal
globalisation	globalization
city_planning	urban_development
holy_mountain	mount_athos
aomori_prefecture	aomori
sir_thomas_malory	thomas_malory
seeds	seed
unep	united_nations_environment_programme
end-user_license_agreement	eula
eib	european_investment_bank
felix_mendelssohn	mendelssohn
united_states_coast_guard	uscg
diana_prince	wonder_woman
dniester_river	dniester
bukovina	northern_bukovina
value-added_tax	vat
gustav_mahler	mahler
toronto_transit_commission	ttc
capability_maturity_model	cmm
ribonucleic_acid	rna
aurobindo	sri_aurobindo
eastern_han_dynasty	han_dynasty
chan	jackie_chan
akhenaten	amenhotep_iv
national_football_conference	nfc
george_vi	king_george_vi
monuc	monusco
firenze	florence
epiphany	twelfth_day
l-dopa	levodopa
grande_comore	ngazidja
brown_university	brown
magnetoencephalography	meg
congee	rice_porridge
nadph	nadp
church_body	local_church
flying_burrito_brothers	the_flying_burrito_brothers
twelvers	twelver
astrodynamics	orbital_mechanics
small_faces	the_small_faces
sony_music_entertainment	sony_music
kentucky_fried_chicken	kfc
german_army	heer
military_justice	military_law
sodium_dodecyl_sulfate	sodium_lauryl_sulfate
macross	the_super_dimension_fortress_macross
anakin_skywalker	darth_vader
chicago_transit_authority	cta
antisocial_personality_disorder	antisocial
michael	saint_michael
british_telecom	bt_group
volts	volt
rabindranath_tagore	tagore
boulder_dam	hoover_dam
automaker	automotive_industry
4wd	four-wheel_drive
peter_scott	sir_peter_scott
local_government	municipal_government
modernism	modernist
cloves	clove
middle_persian	pahlavi
moody_blues	the_moody_blues
amazon_kindle	kindle
kiteboarding	kitesurfing
miles	mile
kfor	kosovo_force
estonian_language	estonian
financial_times	the_financial_times
texas	tx
county_road	county_route
heresies	heresy
sahara_desert	sahara
postgresql	postgres
abdul_kalam	kalam
francis_bacon	sir_francis_bacon
everton_f.c.	everton
extensible_markup_language	xml
local_supercluster	virgo_supercluster
playstation_portable	psp
walmart_stores	walmart
soekarno	sukarno
polling_place	polling_station
safavid_dynasty	safavid_empire
rhine_river	rhine
barbie_doll	barbie
game	the_game
engine	motor
cherokee_nation	cherokee
united_artists_records	united_artists
cockfighting	cockfight
scanning_electron_microscope	sem
document_object_model	dom
mount_laurel_township	mount_laurel
cathode_ray_tube	crt
alcatraz_island	alcatraz
tiber_river	tiber
telegraphy	telegraph
argument	arg
busan	pusan
file_transfer_protocol	ftp
robert_peel	sir_robert_peel
jam	the_jam
disabilities	disability
frankenstein	the_monster
oil_sands	tar_sands
american_public_media	apm
babylonian	babylonia
optical_fiber	optical_fibre
hammer	mc_hammer
steaks	steak
standard	technical_standard
barbarian_invasions	migration_period
mikvah	mikveh
amoy	xiamen
sedatives	sedative
points	point
chernobyl_accident	chernobyl_disaster
city_center	new_york_city_center
viipuri	vyborg
seagate_technology	seagate
sports_commentator	sportscaster
projects	project
phonogram_records	phonogram
cfd	computational_fluid_dynamics
sondheim	stephen_sondheim
boise_city	boise
bede	venerable_bede
alternation	snub
priestess	priest
impressions	the_impressions
november	nov
hard_disk_drive	hdd
penguins	penguin
learning_disabilities	learning_disability
yellow_magic_orchestra	ymo
uml	unified_modeling_language
rs	runescape
2012_summer_paralympics	paralympics
personal_development	personal_growth
telugu_language	telugu
multiple_myeloma	myeloma
home_army	polish_home_army
near-earth_object	neos
goiter	goitre
aria_awards	aria_music_awards
ammo	ammunition
wiltshire	wilts
jal	japan_airlines
jhu	johns_hopkins_university
game_developers_conference	gdc
ascension_day	ascension
sulfur_dioxide	sulphur_dioxide
hypovolemia	hypovolemic_shock
open_group	the_open_group
calicut	kozhikode
moralism	morality
logan_airport	logan_international_airport
parody	spoof
folate	folic_acid
queen_wilhelmina	wilhelmina
imperial_council	reichsrat
drowned	drowning
cure	the_cure
babylonian_talmud	talmud
gemini_program	project_gemini
high_commissioner	high_commission
helsingfors	helsinki
radians	radian
recreational_vehicle	rv
tanach	tanakh
harold_godwinson	harold_ii
lysine	lys
icbm	intercontinental_ballistic_missile
ron_wood	ronnie_wood
brown_rat	rattus_norvegicus
dohc	sohc
win32	windows_api
microsoft_office	office
model_united_nations	model_un
agnosticism	agnostic
minnesota_timberwolves	timberwolves
emesis	vomiting
maltese_language	maltese
playstation_network	psn
aramaeans	arameans
ftse_100_index	ftse_100
fragile_x_syndrome	fxs
donizetti	gaetano_donizetti
pap_smear	pap_test
latin_language	latin
british_sign_language	bsl
eastern_bloc	soviet_bloc
alcohol_intoxication	inebriated
lan	local_area_network
complex	coordination_complex
national_labor_relations_board	nlrb
aluminium	aluminum
bark	barque
port_wine	port
animal_feed	fodder
nazi_germany	third_reich
dixie_chicks	the_dixie_chicks
base_ten	decimal
credit_cards	credit_card
king_solomon	solomon
borussia_dortmund	dortmund
niacin	nicotinic_acid
breathlessness	dyspnea
check	cheque
disc_golf	frisbee_golf
maurya_empire	mauryan_empire
comptroller	controller
philip_sidney	sir_philip_sidney
rio_de_janeiro	rio
des_moines	fort_des_moines
digital_subscriber_line	dsl
protista	protist
vfx	visual_effects
british_overseas_territories	british_overseas_territory
jewish	judaism
rebecca	rebekah
rc_cola	royal_crown
county_monaghan	monaghan
lpga_tour	lpga
film_music	film_score
dadaism	dada
package	software_package
north_vietnamese_army	vpa
camaro	chevrolet_camaro
panzer	tank
last_supper	the_last_supper
train_crash	train_wreck
greater_toronto_area	gta
boniface	saint_boniface
daily_variety	variety
sir_william_herschel	william_herschel
county_wicklow	wicklow
southwest_conference	swc
seminole_indians	seminole
chuang_tzu	zhuangzi
philip_melanchthon	philipp_melanchthon
alternate_history	alternative_history
ide	integrated_development_environment
kelvins	kelvin
rb	rubidium
shamanism	shaman
esa	european_space_agency
football_association	the_football_association
unitarianism	unitarian
taito_corporation	taito
baruch_spinoza	spinoza
anura	frog
human_league	the_human_league
county_kildare	kildare
london_blitz	the_blitz
puranas	puranic
suebi	suevi
franz_kafka	kafka
pop_culture	popular_culture
antitrust	competition_law
kailua-kona	kailua
marathi_language	marathi
most_valuable_player	mvp
portsmouth_naval_shipyard	portsmouth_navy_yard
ngo	non-governmental_organization
colin_davis	sir_colin_davis
anna_marie	rogue
ram_dass	richard_alpert
leica_camera	leitz
krakatau	krakatoa
the_wiggles	wiggles
stones	stone
romberg	sigmund_romberg
firewire	ieee_1394
international_rice_research_institute	irri
falcon	the_falcon
radiation_therapy	radiotherapy
allan_dwan	dwan
stanford_university	stanford
ave_maria	hail_mary
picardie	picardy
bryozoa	ectoprocta
pierre_elliott_trudeau	pierre_trudeau
mercedes-benz	mercedes
eds	electronic_data_systems
pre-socratic_philosophy	pre-socratic
mongolian_language	mongolian
cortisol	hydrocortisone
offspring	the_offspring
collingwood_football_club	magpies
verandah	veranda
bullying	bully
sheltie	shetland_sheepdog
feynman	richard_feynman
dsm-iv-tr	dsm
john_betjeman	sir_john_betjeman
shadows	the_shadows
champions_league	european_cup
fmd	foot-and-mouth_disease
mtv_video_music_award	vma
jiddu_krishnamurti	krishnamurti
movement_disorders	movement_disorder
student_council	student_government_association
aragon	louis_aragon
palaeolithic	paleolithic
v8_supercars	v8_supercar
communism	communist
northumbrian_dialect	northumbrian
arthur_sullivan	sir_arthur_sullivan
spc	statistical_process_control
parsippany-troy_hills	parsippany
stories	the_stories
fertilisation	fertilization
nuclear_transmutation	transmutation
illyrian	illyria
pertussis	whooping_cough
biomedical_sciences	health_sciences
cosa_nostra	sicilian_mafia
nara_prefecture	nara
little_bear	ursa_minor
pontiac_silverdome	silverdome
marshall_tucker	the_marshall_tucker_band
juventus	juve
x-mansion	xavier_institute
skateboard_park	skatepark
washer	washing_machine
azimuthal	azimuth
airbase	military_airbase
pryor_creek	pryor
volkswagen_beetle	vw_beetle
haku	meng
ion_television	pax_tv
conifers	pinophyta
performance_arts	performance_art
sandbar	shoal
gas_bladder	swim_bladder
atomic_force_microscope	atomic_force_microscopy
francia	frankish_kingdom
intellectual_property	ip
edinburgh_festival_fringe	edinburgh_fringe_festival
nafta	north_american_free_trade_agreement
anton_bruckner	bruckner
cma_awards	country_music_association_awards
afdb	african_development_bank
japan_self-defense_forces	jsdf
lifetime_television	lifetime
geezer_butler	geezer
music_director	musical_director
captain	naval_captain
racing_club	racing
anthology_film	anthology
bluegrass_music	bluegrass
chronic_myelogenous_leukemia	cml
chamorro_people	chamorros
electro-motive_diesel	emd
classical_architecture	classical
blonde	blond
barns	barn
annapurna_i	annapurna
language_revitalization	language_revival
billboard_magazine	billboard
valencia_cf	valencia
neighborhoods	neighbourhood
social_anxiety_disorder	social_phobia
jennifer_saunders	saunders
tnt	trinitrotoluene
dewey_decimal_classification	dewey_decimal_system
tribune_company	tribune_media
agglomeration	urban_agglomeration
souk	souq
dokdo	liancourt_rocks
cyanides	cyanide
basso	bass
altria	philip_morris
board_games	board_game
charites	graces
boreal_forest	taiga
race_course	race_track
noodles	noodle
godfather	the_godfather
united_states_census_bureau	us_census_bureau
harare	salisbury
howard_zinn	zinn
creek	mvskoke
jaffa	joppa
fdi	foreign_direct_investment
corozal_district	corozal
jules_massenet	massenet
beading	beadwork
wimbledon_championships	wimbledon
obe	out-of-body_experience
leukaemia	leukemia
hans_werner_henze	henze
eidos_interactive	eidos
solar_year	tropical_year
months	month
rangoon	yangon
detroit_news	the_detroit_news
atlantic_records	atlantic
carpet	rug
anilingus	rimming
ganesha	ganesh
nc	north_carolina
student_magazine	student_newspaper
mediterranean_sea	mediterranean
amoraim	amora
wheeler_army_airfield	wheeler_field
tms	transcranial_magnetic_stimulation
fernando_pessoa	pessoa
isaac	yitzchak
kitty_pryde	shadowcat
london_weekend_television	lwt
food_allergies	food_allergy
vjs	vj
shandong_province	shandong
confederate_army	confederate_states_army
bitola	monastir
typhoid_fever	typhoid
cherbourg-octeville	cherbourg
county_donegal	donegal
nyssa	tupelo
queens_county	queens
dci	drum_corps_international
leghorn	livorno
sertraline	zoloft
procreation	reproduction
genetic_engineering	genetic_modification
sammy_davis_jr.	sammy_davis
sadc	southern_african_development_community
beauty_contest	beauty_pageant
copier	photocopier
curtiz	michael_curtiz
nmu	northern_michigan_university
james_stewart	jimmy_stewart
knockout	technical_knockout
santiago_de_chile	santiago
goannas	monitor_lizard
joe_biden	vice_president_joe_biden
peter_ustinov	ustinov
saint-malo	st_malo
george_mason_university	gmu
black_keys	the_black_keys
maharajah	maharaja
lend-lease_act	lend-lease
law_enforcement_officer	peace_officer
farads	farad
douglas_macarthur	general_macarthur
state_farm_insurance	state_farm
world_wildlife_fund	wwf
speech_disorders	speech_disorder
moscow_oblast	moscow_region
ishikawa_prefecture	ishikawa
raptors	toronto_raptors
odysseus	ulysses
john_barbirolli	sir_john_barbirolli
domenico_scarlatti	scarlatti
antivirus_software	antivirus
mills_brothers	the_mills_brothers
elm	ulmus
national_government	national_unity_government
orville_wright	wright_brothers
khyber_pakhtunkhwa	nwfp
jules_verne	verne
tokyo_imperial_university	tokyo_university
finals_mvp	nba_finals_mvp
cc	creative_commons
lymphomas	lymphoma
tagus_river	tagus
mother_earth	mother_nature
diuretics	diuretic
pac-12	pacific-12_conference
grace_kelly	princess_grace
dunkerque	dunkirk
incheon	inchon
jacques-yves_cousteau	jacques_cousteau
bradycardia	slow_heart_rate
danish_language	danish
hemolytic_uremic_syndrome	hus
emmanuel	immanuel
polysaccharides	polysaccharide
liquid_oxygen	lox
search_engine_optimization	seo
element_114	flerovium
sith_lord	sith
gangster	mobster
fathoms	fathom
canada_geese	canada_goose
nestorianism	nestorian
alcatel-lucent	alcatel
ennio_morricone	morricone
beat_music	merseybeat
itaipu_dam	itaipu
scottish_people	scottish
gene_siskel	siskel
cia_world_factbook	the_world_factbook
boiling_water_reactor	bwr
charles-marie_widor	widor
alan_silvestri	silvestri
acceptance_testing	acceptance_test
executive_branch	executive_power
heber_city	heber
easter_egg_hunt	egg_hunt
pelvic_inflammatory_disease	pid
southeast_united_states	southeastern_united_states
pc_engine	turbografx-16
highland	upland
classical_music	western_art_music
republican_national_committee	rnc
commodore_vic-20	vic-20
hot_springs	hot_spring
vaishnava	vaishnavism
block_printing	woodblock_printing
selenium	se
new_york_world	the_world
power_center	retail_park
lady_margaret_beaufort	margaret_beaufort
sulfuric_acid	sulphuric_acid
hollies	the_hollies
james_madison_university	jmu
dj_premier	primo
fruit_juice	juice
holy_thursday	maundy_thursday
smithsonian_institution	smithsonian
iseult	isolde
nisse	tomte
island_records	island
jerky_boys	the_jerky_boys
bmc	british_motor_corporation
tyrannosaurus_rex	tyrannosaurus
meltdown_festival	meltdown
flagship_station	flagship
dio	ronnie_james_dio
amor	cupid
german_people	germans
gibibyte	gib
dry_mouth	xerostomia
henrys	henry
scepter_records	scepter
parliamentary_democracy	parliamentary_system
bicycle	bike
groundwater_recharge	recharge
achaea	achaia
brutalist_architecture	brutalist
chow_chow	chow
medical_specialty	specialty
caruso	enrico_caruso
giuliano_della_rovere	pope_julius_ii
leonard_mccoy	mccoy
henry_rollins	rollins
spectre	the_spectre
brass_instrument	brass
confederate_navy	confederate_states_navy
scout_association	the_scout_association
celebes	sulawesi
psychedelic_furs	the_psychedelic_furs
lh2	liquid_hydrogen
lyons	lyon
toyota_motor_corporation	toyota
naples	napoli
esc	eurovision_song_contest
minot_afb	minot_air_force_base
goryeo_dynasty	goryeo
okinawa_prefecture	okinawa
hess	rudolf_hess
early_christianity	early_christian
sonny_bono	sonny
cubic_metres	cubic_metre
li	ri
revision_control	scm
alternative_rock	alternative
paris_review	the_paris_review
chinese_chess	xiangqi
architectural_models	architectural_model
deacons	deacon
alfred_pennyworth	alfred
krishna	lord_krishna
albus_dumbledore	dumbledore
searchers	the_searchers
tlingit_language	tlingit
bill_sikes	sykes
cassius_clay	muhammad_ali
caving	spelunking
human_voice	vocal
romantic_comedy_film	romantic_comedy
fdp	free_democratic_party
geographic_information_system	gis
zamboanga_city	zamboanga
jean_de_la_fontaine	la_fontaine
celiac_disease	coeliac_disease
hal_prince	harold_prince
collaborative_software	groupware
elementary_school	primary_school
dr_johnson	samuel_johnson
bat	chiroptera
replacements	the_replacements
nfl_europa	nfl_europe
high_blood_pressure	hypertension
knack	the_knack
koran	quran
renaissance_architecture	renaissance
french_open	roland_garros
south_sudan	southern_sudan
ccf	combined_cadet_force
ellice_islands	tuvalu
days	day
czech_language	czech
javascript	js
beverage	drink
patel	vallabhbhai_patel
jamestown_settlement	jamestown
lithuanian_language	lithuanian
cardiganshire	ceredigion
cirrhosis	liver_cirrhosis
clean	the_clean
computed_tomography	ct_scan
everly_brothers	the_everly_brothers
etiquette	manners
dental_caries	tooth_decay
aelian	claudius_aelianus
enlarged_lymph_nodes	lymphadenopathy
nightmares	nightmare
fct	federal_capital_territory
icelandic_language	icelandic
national_basketball_association	nba
human_torch	johnny_storm
yamuna_river	yamuna
zambezi_river	zambezi
samoa	western_samoa
edomites	edom
bee_gees	the_bee_gees
sikh_gurus	sikh_guru
coachella_festival	coachella
kiev	kyiv
biopolymers	biopolymer
bulwer-lytton	edward_bulwer-lytton
othello	reversi
comatose	coma
613_commandments	613_mitzvot
vilna	vilnius
online_shopping	online_store
au	gold
charitable_organization	charity
cardiac_muscle	myocardium
hot_latin_songs	hot_latin_tracks
jordan_river	river_jordan
logan	wolverine
orientalism	orientalist
blekinge_county	blekinge
british_empire_games	commonwealth_games
sacd	super_audio_cd
captain_kirk	kirk
iron_man	tony_stark
marxism	marxist
miss_piggy	piggy
music_videos	music_video
prokofiev	sergei_prokofiev
quotations	quotation
bigfoot	sasquatch
white_army	white_movement
syriac_language	syriac
dorsetshire	dorset
bnp	british_national_party
norad	north_american_aerospace_defense_command
mickey_mouse_club	the_mickey_mouse_club
jarre	maurice_jarre
arthur	king_arthur
missy_elliott	missy
mediterranean_basin	mediterranean_region
finch	fringillidae
carnivores	carnivore
ewing_township	ewing
israel	jacob
p53	tp53
romulan_star_empire	romulan
abe_lincoln	abraham_lincoln
alco	american_locomotive_company
early_cretaceous	lower_cretaceous
guess_who	the_guess_who
county_louth	louth
scotty	scott
gaius_julius_caesar	julius_caesar
inflammation	inflammatory_reaction
kachinas	kachina
maceo_parker	maceo
the_ventures	ventures
gaa	gaelic_athletic_association
great_bear	ursa_major
first-past-the-post_voting	first-past-the-post
orkney_islands	orkney
blood_group	blood_type
zakynthos	zante
baby_mario	mario
fruits	fruit
john_gielgud	sir_john_gielgud
hindemith	paul_hindemith
bulldogs	bulldog
registered_nurse	rn
footbridge	pedestrian_bridge
ninja	shinobi
spaniards	spanish_people
arcangelo_corelli	corelli
relational_database_management_system	relational_database
anabaptists	anabaptist
saloon	sedan
charisma_records	charisma
yards	yard
comte	count
hanyu_pinyin	pinyin
kikongo	kongo
george_costanza	george
frobisher_bay	iqaluit
3ds	nintendo_3ds
marco_island	marco
european_community	european_economic_community
giorgio_moroder	moroder
bellini	vincenzo_bellini
paul_verlaine	verlaine
antipsychotics	antipsychotic
hives	urticaria
kinshasa	leopoldville
ainu_language	ainu
dissociative_identity_disorder	multiple_personality_disorder
chapter_7_bankruptcy	chapter_7
algebraic_chess_notation	algebraic_notation
fonzie	the_fonz
medical_cannabis	medical_marijuana
philadelphia_phillies	phillies
dame_judi_dench	judi_dench
sampler	samples
cgi	computer-generated_imagery
passover	pesach
battleship_potemkin	the_battleship_potemkin
windows_media_audio	wma
nancy_reagan	nancy
bulls	chicago_bulls
carbolic_acid	phenol
british_touring_car_championship	btcc
archangel_gabriel	gabriel
fine_arts	fine_art
mountain	peak
oprah_winfrey	oprah
anna_comnena	anna_komnene
sarasvati	saraswati
biographical_film	biopic
new_zealand	nz
western_michigan_university	wmu
menstruation	periods
osaka_prefecture	osaka
confusion	mental_confusion
contiguous_united_states	lower_48
don_carlos	don_carlo
malay_language	malay
hartford_whalers	new_england_whalers
world_chess_championship	world_chess_champion
mercury_music_prize	mercury_prize
religious_text	scripture
guy_de_maupassant	maupassant
eastern_michigan_university	emu
sirius_b	sirius
b12	vitamin_b12
coenzyme_q10	coenzyme_q
bae	british_aerospace
claude_monet	monet
echocardiogram	echocardiography
marcel_proust	proust
slot_machine	slots
sir_wilfrid_laurier	wilfrid_laurier
pow_camp	prisoner-of-war_camp
psychiatric_medications	psychiatric_medication
media_player	windows_media_player
midfielder	midfield
extra_time	overtime
new_mexico_state_university	nmsu
che_guevara	che
airship	dirigible
saint_paul	saul
royal_dutch_shell	shell
disneyland_records	walt_disney_records
maasai_people	masai
heitor_villa-lobos	villa-lobos
prince_rainier_iii	rainier_iii
brasil	brazil
baptism	christening
fricka	frigg
ietf	internet_engineering_task_force
pyotr_ilyich_tchaikovsky	tchaikovsky
black_francis	frank_black
2014_fifa_world_cup	2014_world_cup
whitemarsh_township	whitemarsh
intel_corporation	intel
disney_channel	the_disney_channel
brigham_young_university	byu
comedy-drama	dramedy
bulgarian_language	bulgarian
maoism	maoist
hindenburg	paul_von_hindenburg
soul_music	soul
geographical	geography
cephalonia	kefalonia
kawasaki_heavy_industries	kawasaki
roanoke_county	roanoke
mahathir_bin_mohamad	mahathir_mohamad
berkeley_software_distribution	bsd
fabaceae	leguminosae
menorca	minorca
endorheic_basin	endorheic
blowfish	pufferfish
count_dracula	dracula
imperial_college_london	imperial_college
divine_comedy	the_divine_comedy
kandahar_province	kandahar
livonian	liv
the_universe	universe
gad	generalized_anxiety_disorder
angus	forfarshire
the_uncertainty_principle	uncertainty_principle
parfum	perfume
makkah	mecca
national_action_party	pan
head_start_program	head_start
treves	trier
antarctica	antarctic
pcos	polycystic_ovary_syndrome
homeopathy	homoeopathy
michelangelo_buonarroti	michelangelo
anthocyanins	anthocyanin
ebm	electronic_body_music
saptarishi	saptarshi
macedonian_slavs	macedonians
c-reactive_protein	crp
fairy_tales	fairy_tale
rosa	rose
daily_comic_strip	daily_strip
acetylsalicylic_acid	aspirin
bonaventure	saint_bonaventure
hinduism	hindu
iodine-131	radioiodine
publisher	publishing
american_stock_exchange	amex
blockbuster_entertainment_award	blockbuster_video
santa_clara_valley_transportation_authority	vta
charlie_mccarthy	edgar_bergen
ga	georgia
clarabelle_cow	clarabelle
george_armstrong_custer	george_custer
columbia_records	columbia
boris_karloff	karloff
maas	meuse
email_spam	spam
a_clockwork_orange	clockwork_orange
waylon_jennings	waylon
nader_shah	nadir_shah
compilation_album	compilation
himyarite_kingdom	himyar
kangaroos	north_melbourne_football_club
snoop_dogg	snoop
niigata_prefecture	niigata
augustine	saint_augustine
generations	generation
condottiere	condottiero
charles_perrault	perrault
detroit	motor_city
sancho_panza	sancho
wind_instruments	wind_instrument
animated	animation
tumor	tumour
aga	agha
non-small_cell_lung_cancer	nsclc
bundesmarine	german_navy
linoleate	linoleic_acid
sindh	sind
surrealism	surrealist
bucs	tampa_bay_buccaneers
yiddish_language	yiddish
oakenfold	paul_oakenfold
collagens	collagen
leuven	louvain
john_lennon	lennon
eso	european_southern_observatory
amir	emir
new_york_yankees	yankees
barney_gumble	barney
works_progress_administration	wpa
gainsbourg	serge_gainsbourg
jadis	white_witch
cerebrospinal_fluid	csf
mute_records	mute
partisans	yugoslav_partisans
diana	diane
sun_microsystems	sun
march_air_reserve_base	march_field
rascals	the_rascals
byzantine_greek	medieval_greek
cah	congenital_adrenal_hyperplasia
mother_road	us_66
chopper	helicopter
canada_day	dominion_day
ciclosporin	cyclosporine
francis_drake	sir_francis_drake
sodium_thiopental	thiopental
traditional_catholic	traditionalist_catholic
ism_band	ism
consistency_proof	consistency
bowls	lawn_bowls
king_cole	nat_king_cole
nfc_championship_game	nfc_championship
veganism	vegan
high_numbers	the_who
montana	mt
president_reagan	ronald_reagan
burr	bur
athabascan	athabaskan_languages
lichtenstein	roy_lichtenstein
amitabh_bachchan	amitabh
alfred_hitchcock	hitch
jon_foreman	jon
environmental_sciences	environmental_science
entrance_examination	entrance_exam
staple_singers	the_staple_singers
county_galway	galway
tcp	transmission_control_protocol
garage	uk_garage
democratic_party	democrats
babylonian_captivity	babylonian_exile
hummel	johann_nepomuk_hummel
icp	insane_clown_posse
sevilla	seville
arthur_eddington	arthur_stanley_eddington
overwintering	overwinter
george_washington_university	the_george_washington_university
megabits	megabit
bosnian_language	bosnian
methodism	methodist_church
first_french_republic	french_first_republic
physical_therapy	physiotherapy
african_buffalo	cape_buffalo
greek_language	greek
new_york_giants	san_francisco_giants
poplar	populus
pop_standards	traditional_pop_music
bull	groupe_bull
asd	autism_spectrum
sce	sony_computer_entertainment
organised_crime	organized_crime
metric_system	si
federico_fellini	fellini
lexington-fayette	lexington
nes	nintendo_entertainment_system
cistercians	cistercian
cross-country_skiing	cross-country_ski
sarah	sarai
dielectrics	dielectric
borders	scottish_borders
computer_display	computer_monitor
london_symphony_orchestra	lso
high-rise	tower_block
deep_vein_thrombosis	dvt
scots_language	scots
karol_szymanowski	szymanowski
beale_afb	beale_air_force_base
dao_de_jing	tao_te_ching
mannerism	mannerist
sepsis	septicemia
fascism	fascist
scarab_beetles	scarabs
ufw	united_farm_workers
ganondorf	ganon
mobile_apps	mobile_app
aaron_copland	copland
retailing	retail
private_company	privately_held_company
